date,Alpha,Beta,Delta,Epsilon,Gamma,Iota,Omicron,location
2022-01-29,0.0,0.0,0.0011538461538461,0.0,0.0,0.0,0.998846153846154,12
2022-01-30,0.0,0.0,0.001181567546278,0.0,0.0,0.0,0.998818432453722,12
2022-01-31,0.0,0.0,0.0008536064874093,0.0,0.0,0.0,0.999146393512591,12
2022-02-01,0.0,0.0,0.000437445319335,0.0,0.0,0.0,0.999562554680665,12
2022-02-02,0.0,0.0,0.0004268032437046,0.0,0.0,0.0,0.999573196756295,12
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-02-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-02-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-02-09,0.0,0.0,0.0006800408024481,0.0,0.0,0.0,0.999319959197552,12
2022-02-10,0.0,0.0,0.0006768189509306,0.0,0.0,0.0,0.999323181049069,12
2022-02-11,0.0,0.0,0.001048584411045,0.0,0.0,0.0,0.998951415588955,12
2022-02-12,0.0,0.0,0.0010897203051216,0.0,0.0,0.0,0.998910279694878,12
2022-02-13,0.0,0.0,0.00110660272962,0.0,0.0,0.0,0.99889339727038,12
2022-02-14,0.0,0.0,0.0012908777969018,0.0,0.0,0.0,0.998709122203098,12
2022-02-15,0.0,0.0,0.0012658227848101,0.0,0.0,0.0,0.99873417721519,12
2022-02-16,0.0,0.0,0.0004448398576512,0.0,0.0,0.0,0.999555160142349,12
2022-02-17,0.0,0.0,0.0004415011037527,0.0,0.0,0.0,0.998675496688742,12
2022-02-18,0.0,0.0,0.0004284490145672,0.0,0.0,0.0,0.997857754927164,12
2022-02-19,0.0,0.0,0.0004456327985739,0.0,0.0,0.0,0.99777183600713,12
2022-02-20,0.0,0.0,0.000475737392959,0.0,0.0,0.0,0.997621313035205,12
2022-02-21,0.0,0.0,0.0004965243296921,0.0,0.0,0.0,0.997517378351539,12
2022-02-22,0.0,0.0,0.0005411255411255,0.0,0.0,0.0,0.997294372294372,12
2022-02-23,0.0,0.0,0.0005711022272986,0.0,0.0,0.0,0.997144488863506,12
2022-02-24,0.0,0.0,0.0005927682276229,0.0,0.0,0.0,0.997036158861885,12
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.996898263027295,12
2022-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.996913580246914,12
2022-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.996930632289748,12
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.997016706443914,12
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.996646545942321,12
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.996410624551328,12
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.997702909647779,12
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.997427101200686,12
2022-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.99537037037037,12
2022-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.99443413729128,12
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.994423791821561,12
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.994076999012833,12
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.993890020366599,12
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.993736951983298,12
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.996781115879828,12
2022-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.998863636363636,12
2022-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-03-15,0.0,0.0,0.0042735042735042,0.0,0.0,0.0,0.995726495726496,12
2022-03-16,0.0,0.0,0.0043525571273123,0.0,0.0,0.0,0.995647442872688,12
2022-03-17,0.0,0.0,0.004439511653718,0.0,0.0,0.0,0.995560488346282,12
2022-03-18,0.0,0.0,0.0044642857142857,0.0,0.0,0.0,0.995535714285714,12
2022-03-19,0.0,0.0,0.0043103448275862,0.0,0.0,0.0,0.995689655172414,12
2022-03-20,0.0,0.0,0.0042194092827004,0.0,0.0,0.0,0.9957805907173,12
2022-03-21,0.0,0.0,0.0041972717733473,0.0,0.0,0.0,0.995802728226653,12
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-03-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-03-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.99901768172888,12
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.999028182701652,12
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.998037291462218,12
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.997101449275362,12
2022-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.997120921305182,12
2022-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.997277676950998,12
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.997330960854092,12
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.998376623376623,12
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.997747747747748,12
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.998588567395907,12
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.998697916666667,12
2022-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.998777506112469,12
2022-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.998836532867946,12
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.997798569069896,12
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.997738835500283,12
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.997597597597598,12
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9975,12
2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.996561604584527,12
2022-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.996462264150943,12
2022-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.996065573770492,12
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.996671105193076,12
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9967277486911,12
2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.996873045653534,12
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.996334758704948,12
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.997183098591549,12
2022-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.997099347353154,12
2022-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.997214484679666,12
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.997097242380261,12
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.996339677891654,12
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.995777621393385,12
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.995695839311334,12
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.996358339402768,12
2022-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.996418338108883,12
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.994059405940594,12
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.994583615436696,12
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.994374120956399,12
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.99549211119459,12
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.996436208125446,12
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.996075866579464,12
2022-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.994946304485155,12
2022-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.997231833910035,12
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.997377049180328,12
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.996984318455971,12
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.996664813785436,12
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.996004566210046,12
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.996537795729948,12
2022-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.997843665768194,12
2022-05-15,0.0004436557231588,0.0,0.0,0.0,0.0,0.0,0.997781721384206,12
2022-05-16,0.0004152823920265,0.0,0.0,0.0,0.0,0.0,0.997508305647841,12
2022-05-17,0.0004163197335553,0.0,0.0,0.0,0.0,0.0,0.997918401332223,12
2022-05-18,0.0004024144869215,0.0,0.0,0.0,0.0,0.0,0.998390342052314,12
2022-05-19,0.0003918495297805,0.0,0.0,0.0,0.0,0.0,0.998824451410658,12
2022-05-20,0.000383435582822,0.0,0.0,0.0,0.0,0.0,0.998849693251534,12
2022-05-21,0.00036886757654,0.0,0.0,0.0,0.0,0.0,0.99704905938768,12
2022-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.997217806041335,12
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.997477931904161,12
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.997762863534676,12
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.99792027729636,12
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.998031496062992,12
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.997251908396947,12
2022-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.998475609756098,12
2022-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.997916666666667,12
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.997716150081566,12
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.997135582431572,12
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.996742671009772,12
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.996688741721854,12
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.996868884540117,12
2022-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.996104402025711,12
2022-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.997012696041822,12
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.99748392507688,12
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.998257333720593,12
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.997962154294032,12
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.997876857749469,12
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.998479781088477,12
2022-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.998715890850722,12
2022-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.998568872987478,12
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.998616236162362,12
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.99837574445046,12
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.999052581714827,12
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.999055712936733,12
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.999064546304958,12
2022-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.999521988527725,12
2022-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.999498997995992,12
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.999466382070437,12
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.999461786867599,12
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.999381188118812,12
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.998756991920448,12
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.998567335243553,12
2022-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.997695852534562,12
2022-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.99781181619256,12
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.997995991983968,12
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.997923875432526,12
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.997864768683274,12
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.99854121079504,12
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.998538011695907,12
2022-07-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-07-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,12
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,12
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9991961414790999,12
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9993403693931394,12
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9987105093488071,12
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.9988200589970497,12
2022-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9982425307557122,12
2022-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.9983333333333331,12
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9985875706214683,12
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.998996990972919,12
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.998826979472141,12
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.999411071849234,12
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.99875,12
2022-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9993898718730937,12
2022-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9993634627625713,12
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.9993993993993991,12
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.998917748917749,12
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9988603988603991,12
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9987546699875473,12
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9988256018790376,12
2022-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9988324576765906,12
2022-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9983388704318934,12
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.998248686514886,12
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9985945186226278,12
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9986928104575158,12
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.9987228607918258,12
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.9986945169712793,12
2022-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.9986577181208053,12
2022-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.9993093922651936,12
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.9986178299930893,12
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.998079385403329,12
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9980988593155893,12
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9980340760157276,12
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9985347985347983,12
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.998371335504886,12
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.998272884283247,12
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.9989235737351985,12
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,12
2022-08-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,12
2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.9989270386266096,12
2022-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9990176817288805,12
2022-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9990079365079364,12
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9990393852065323,12
2022-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9990393852065323,12
2022-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9990384615384612,12
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.999055712936733,12
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9990384615384619,12
2022-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9990099009900989,12
2022-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9990791896869244,12
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9991511035653647,12
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9991334488734832,12
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9990999099909993,12
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.9990800367985284,12
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,12
2022-08-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,12
2022-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,12
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,12
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,12
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,12
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,12
2022-09-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-09-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,12
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,12
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,12
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.998913043478261,12
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9988901220865702,12
2022-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.9988331388564762,12
2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9987745098039212,12
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.9989495798319327,12
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9962825278810411,12
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9962453066332919,12
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9976133651551313,12
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9977452085682071,12
2022-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9978354978354973,12
2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.9978609625668446,12
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9978354978354975,12
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,12
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,12
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,12
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,12
2022-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999994,12
2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,12
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,12
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,12
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,12
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,12
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,12
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,12
2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.9980769230769228,12
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9979123173277664,12
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9977375565610858,12
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9956803455723546,12
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9928909952606634,12
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.99234693877551,12
2022-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.9919571045576406,12
2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9943977591036419,12
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.9910979228486645,12
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9914285714285713,12
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.994169096209912,12
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.997267759562841,12
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9973821989528799,12
2022-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9948453608247431,12
2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.994708994708995,12
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.99738219895288,12
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.997005988023952,12
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.996855345911949,12
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.993485342019544,12
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9935897435897441,12
2022-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.996805111821086,12
2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.996855345911949,12
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9967105263157899,12
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.996598639455782,12
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.996527777777778,12
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-10-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-11-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-11-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.9975124378109459,12
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.997389033942559,12
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.993902439024391,12
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.993031358885017,12
2022-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.9924242424242431,12
2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.992,12
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.987704918032787,12
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.992094861660079,12
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.993220338983051,12
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9943820224719111,12
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.989949748743719,12
2022-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.99043062200957,12
2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9906759906759899,12
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.993603411513859,12
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.98931623931624,12
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.986394557823129,12
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.986376021798365,12
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.987878787878788,12
2022-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9873817034700321,12
2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.988472622478386,12
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.983783783783784,12
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.987893462469734,12
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.9851063829787241,12
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.981605351170569,12
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.981534090909091,12
2022-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.981157469717362,12
2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.978231292517007,12
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.96993670886076,12
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.966360856269114,12
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9616,12
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.956591639871383,12
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9573378839590441,12
2022-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.956228956228956,12
2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.955116696588869,12
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.953818827708703,12
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9388145315487569,12
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9400000000000001,12
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9331848552338531,12
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.918781725888325,12
2022-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.911227154046998,12
2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.912234042553191,12
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.907894736842105,12
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.889880952380952,12
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.8923766816143497,12
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.8762088974854929,12
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.8777969018932881,12
2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.874531835205992,12
2022-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.8728652751423149,12
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.874251497005988,12
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.867446393762183,12
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.8443271767810021,12
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.807971014492753,12
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.747967479674797,12
2022-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.77741935483871,12
